Sweden,Germany,2022,,3,,G-120TP,trainer aircraft,3,,2024,New,Swedish designation Sk-40,0.4,1.2,1.2
Sweden,Poland,2017,,1,,Artemis,support ship,1,,2023,New,For modification in Sweden to SIGINT ship,20,20,20
Sweden,Germany,2001,,5,,NH-90 NFH,anti-submarine helicopter,5,,2015; 2016; 2017,New,Part of $660 b deal (most assembled in Finland; offsets 100% incl $220 m production in Sweden of components for 200 NH-90); Swedish designation Hkp-14F,14.5,72.5,72.5
Sweden,Finland,2010,,113,,AMV,armoured personnel carrier,68,,2014,New,SEK2.5 b deal ($338 m; offsets 100% incl production of components in Sweden); incl 14 command post; 18 ambulance  and 7 ARV version; option on 113 more not used; Swedish designation Patgb-360,0.32,36.16,21.76
Sweden,Germany,2021,,7,,G-120TP,trainer aircraft,7,,2023,New,Swedish designation Sk-40,0.4,2.8,2.8
Sweden,Norway,2015,,5,,ST-2400,anti-submarine sonar,5,?,2016; 2017,New,For modernization of 5 Tapper patrol craft,1.5,7.5,7.5
Sweden,France,2001,,13,,NH-90 TTH,transport helicopter,8,?,2014; 2015; 2016; 2017; 2018; 2019,New,Part of $660 m deal (most assembled in Finland; offsets 100% incl $220 m production of components in Sweden for 200 NH-90); NH-90TTT version; incl for SAR; Swedish designation Hkp-14E,7,91,56
Sweden,United States,2011,?,53,,GBU-39 SDB,guided glide bomb,53,?,2016,New,,0.02,1.06,1.06
Sweden,Norway,2017,,2,,ST-2400,anti-submarine sonar,2,?,2020,New,For modernization of 2 G�teborg corvettes,1.5,3,3
Sweden,United States,2002,,5,,APS-143(V),maritime patrol aircraft radar,5,,2016; 2017,New,$7.6 m deal; for 5 NH-90 ASW helicopters,2.5,12.5,12.5
Sweden,United States,2018,,100,?,MIM-104 PAC-2,SAM,77,?,2021; 2022; 2023; 2024,New,MIM-104E GEM-T version; Swedish designation Rb-103a,1,100,77
Sweden,United States,2018,,200,?,MIM-104 PAC-3 MSE,ABM missile,160,?,2021; 2022; 2023; 2024,New,Swedish designation Rb-103b,1.5,300,240
Sweden,United States,2018,,4,,Patriot Configuration-3,SAM system,4,,2021; 2022,New,Swedish designation EldE-103,55,220,220
Sweden,France,2001,?,5,,FLASH,anti-submarine sonar,5,?,2015; 2016; 2017,New,FLASH-S version for 5 NH-90 anti-submarine helicopters from Germany,2,10,10
Sweden,Finland,2023,,20,,Patria 6x6,armoured personnel carrier,20,,2023,New,Swedish designation Pb-300; incl production of components in Sweden,0.35,7,7
Sweden,United States,2015,?,4,,APS-143(V),maritime patrol aircraft radar,4,?,2021; 2022; 2023,New,For 4 NH-90 transport helicopters modified to ASW version,2.5,10,10
Sweden,Italy,2014,,60,?,Skyward,aircraft electro-optical system,3,?,2021; 2024,New,Skyward-G version; for 60 Gripen-E combat aircraft produced in Sweden,1,60,3
Sweden,France,2023,,1,,Learjet-60,light transport aircraft,1,,2023,Second hand,Second-hand; for testing of aircraft systems,3.3,3.3,3.3
Sweden,United Kingdom,2014,,60,?,Raven ES-05,combat aircraft radar,3,?,2021; 2024,New,For 60 Gripen-E combat aircraft produced in Sweden; incl production of components in Sweden,2.5,150,7.5
Sweden,United States,2013,?,60,?,F414,turbofan,3,?,2021; 2024,New,F414-GE-39E version; for 60 Gripen-E combat aircraft produced in Sweden,2.5,150,7.5
Sweden,Finland,2024,,130,?,GTP,armoured personnel carrier,10,?,2024,New,For NBC reconnaissance and version fitted with Giraffe-1X air search radar,0.35,45.5,3.5
